user_id,item_id,rating
26,1124,2
26,1155,3
26,1026,3
26,1036,2
26,1190,4
26,1276,3
26,1195,4
26,1274,4
26,1158,2
26,1133,5
26,1258,4
26,1226,4
26,107,4
26,1292,2
26,1259,5
26,1206,2
26,1049,2
26,1204,3
26,1068,3
26,1282,3
26,1293,3
26,1290,2
26,1043,3
26,1046,3
26,1280,4
26,1138,3
26,1266,2
26,1168,3
26,1202,2
26,1127,3
26,1188,3
26,1240,3
26,1284,3
26,1234,2
26,1011,4
26,1080,2
26,1198,3
26,1065,2
27,1094,4
27,1021,4
27,1119,3
27,1008,2
27,1225,3
27,1017,2
27,1176,2
27,1093,2
27,1132,2
27,1180,4
27,1229,2
27,1250,5
27,1195,2
27,1055,2
27,1007,2
27,1115,3
27,1182,2
27,1242,4
27,1296,3
27,1220,1
27,1082,4
27,1234,3
27,1292,2
27,1274,3
27,1171,3
27,1168,2
27,1075,2
27,1124,2
27,1038,2
27,1137,3
27,1006,4
27,1189,3
27,1284,2
27,1101,2
27,1105,2
27,1107,3
27,1097,3
27,1129,2
27,1201,4
27,1254,4
28,1021,2
28,1299,4
28,1198,3
28,1155,3
28,1063,3
28,1005,2
28,1246,3
28,1143,2
28,1124,3
28,1206,2
28,1199,3
28,1190,2
28,1010,2
28,1290,3
28,1284,3
28,1089,2
28,1167,3
28,1105,3
28,1265,2
28,1235,2
28,1175,2
28,1251,3
28,1145,2
28,1079,1
28,1277,4
28,1084,3
28,1142,3
28,1041,3
28,1233,3
28,1057,3
28,1278,4
28,1085,2
28,1163,3
28,1037,3
28,1173,3
28,1106,2
28,1149,2
28,1207,2
28,1161,1
28,1182,3
29,1188,2
29,103,3
29,1011,2
29,1265,2
29,1094,3
29,1183,3
29,108,3
29,1156,2
29,1263,3
29,1089,2
29,1001,2
29,1119,2
29,1107,5
29,1168,4
29,1151,2
29,1058,2
29,1044,4
29,1249,3
29,1293,3
29,1148,3
29,1077,2
29,1025,3
29,1015,2
29,1144,2
29,1140,2
29,1225,5
29,1258,3
29,1297,3
29,1260,3
29,1164,4
29,1214,3
29,1060,2
29,1167,4
29,1242,3
29,1175,3
29,1088,3
29,1076,3
29,1198,3
29,1108,4
29,1106,4
30,1095,2
30,1175,5
30,1201,3
30,1143,2
30,1074,2
30,1012,2
30,1272,3
30,1246,3
30,1098,2
30,1238,4
30,1161,3
30,1112,3
30,102,2
30,107,3
30,1037,3
30,1048,2
30,1285,4
30,1244,4
30,1068,4
30,1038,2
30,1253,4
30,1030,3
30,1043,2
30,1123,3
30,1110,3
30,1225,3
30,1127,3
30,1229,2
30,1017,3
30,1081,2
30,1140,2
30,1176,2
30,1152,2
30,1210,3
30,1051,4
30,1040,2
30,1015,3
30,105,3
30,1062,4
30,1079,3
31,1260,3
31,1287,2
31,1281,3
31,1106,3
31,1165,2
31,1257,2
31,1259,2
31,1040,4
31,1213,3
31,1119,3
31,1238,2
31,1169,2
31,1189,4
31,1068,4
31,1277,3
31,1019,4
31,106,4
31,1072,2
31,1250,3
31,1232,3
31,1245,3
31,1076,3
31,1030,3
31,1243,3
31,1156,2
31,1115,2
31,1161,3
31,1134,3
31,1017,3
31,1251,3
31,1273,3
31,1185,2
31,1198,2
31,1112,3
31,1032,3
31,1227,2
31,1219,3
31,1285,3
31,1221,2
31,1037,2
32,1046,5
32,1122,2
32,1092,2
32,1088,3
32,1053,2
32,1193,4
32,1102,2
32,1226,2
32,1089,2
32,1165,1
32,1047,3
32,1204,1
32,1015,4
32,1293,2
32,1055,3
32,1222,2
32,1250,3
32,1060,3
32,1247,3
32,103,2
32,1263,3
32,1016,4
32,1275,2
32,1213,2
32,1291,3
32,1239,3
32,1252,3
32,1082,3
32,1288,2
32,1080,2
32,1057,3
32,1045,2
32,1190,3
32,1299,4
32,1156,3
32,1188,2
32,1206,3
32,1119,3
32,1132,4
32,1195,3
33,1074,2
33,1138,2
33,1120,3
33,1066,3
33,1023,4
33,1143,4
33,1096,3
33,1269,4
33,1008,2
33,1175,3
33,1223,4
33,1044,3
33,1279,2
33,1106,2
33,1191,2
33,1113,2
33,1253,2
33,1139,4
33,1016,3
33,1187,2
33,1190,2
33,1205,3
33,1152,3
33,1274,2
33,1019,3
33,107,2
33,1095,2
33,1218,2
33,1107,2
33,1180,4
33,1293,2
33,1271,2
33,1092,2
33,1091,4
33,1142,3
33,1221,2
33,1082,3
33,1030,3
33,1087,4
33,1080,4
34,1169,3
34,1220,3
34,1115,2
34,1116,3
34,1012,4
34,1156,3
34,1187,2
34,1050,3
34,1189,2
34,1123,3
34,1268,2
34,1136,3
34,1004,4
34,1256,3
34,1183,3
34,1255,3
34,1252,4
34,1241,3
34,1014,3
34,1143,3
34,1090,4
34,1034,5
34,1041,3
34,1077,2
34,1267,3
34,1265,2
34,104,3
34,1025,3
34,1099,4
34,1101,3
34,1209,2
34,1045,2
34,1097,4
34,1214,3
34,1028,3
34,1070,2
34,1227,4
34,1161,1
34,1011,4
34,1036,4
35,106,3
35,1275,3
35,1276,3
35,1064,3
35,1055,4
35,1013,3
35,103,2
35,1285,4
35,1297,2
35,1193,3
35,1267,2
35,1272,2
35,1035,3
35,1148,3
35,1099,3
35,1168,4
35,1100,4
35,1203,3
35,1254,1
35,1074,3
35,1086,3
35,1105,4
35,1121,3
35,1091,2
35,1050,3
35,1084,3
35,1282,3
35,1019,3
35,1273,2
35,1228,3
35,1029,3
35,1140,2
35,1026,3
35,1120,2
35,1042,5
35,1093,2
35,1289,4
35,1241,3
35,1161,4
35,1174,2
36,1289,3
36,1288,3
36,1199,3
36,1294,5
36,1100,1
36,1010,3
36,1274,1
36,1125,3
36,1270,3
36,1268,2
36,1233,4
36,1068,2
36,1179,5
36,1192,2
36,1106,2
36,1293,5
36,1140,2
36,1060,2
36,1229,2
36,1248,3
36,1253,1
36,1038,2
36,1195,3
36,1178,4
36,1249,3
36,106,2
36,1114,3
36,1076,3
36,1255,2
36,1063,3
36,1220,3
36,1073,2
36,1083,3
36,1281,2
36,1066,3
36,1239,4
36,1175,4
36,1012,3
36,1104,3
36,1241,3
37,1052,3
37,1109,3
37,1204,2
37,1161,2
37,1050,2
37,1238,2
37,1237,2
37,1099,3
37,1294,3
37,1074,4
37,1202,3
37,1003,4
37,1116,4
37,1014,2
37,1057,2
37,1285,3
37,1295,3
37,1060,5
37,1254,2
37,1012,2
37,1067,4
37,1020,2
37,1077,4
37,1124,4
37,1084,4
37,1256,3
37,1199,3
37,1298,1
37,1280,3
37,1001,3
37,1137,2
37,1035,2
37,1102,4
37,1221,3
37,1233,3
37,1079,4
37,1104,3
37,1299,2
37,1065,4
37,1290,2
38,1286,2
38,1042,3
38,1209,2
38,1060,3
38,1122,2
38,1236,3
38,1111,3
38,1034,2
38,1137,4
38,1298,2
38,1270,2
38,1201,2
38,1123,2
38,1088,3
38,103,3
38,104,3
38,1287,2
38,1259,4
38,1052,2
38,1258,3
38,1184,3
38,1097,4
38,1153,3
38,1177,3
38,1046,3
38,1071,5
38,1210,2
38,1291,3
38,1121,3
38,1125,3
38,1266,3
38,1208,3
38,1281,3
38,1179,2
38,1133,3
38,1195,4
38,1096,2
38,1203,2
38,1274,3
38,1277,2
39,1216,3
39,106,3
39,1095,2
39,1257,2
39,1138,2
39,1091,3
39,1009,2
39,1298,2
39,1253,1
39,1256,2
39,1110,3
39,1078,4
39,1010,2
39,1176,3
39,1114,3
39,101,3
39,1072,3
39,1036,2
39,1133,3
39,1196,2
39,1172,2
39,1194,3
39,1199,2
39,1292,3
39,1094,3
39,108,3
39,1027,4
39,1038,2
39,1273,2
39,1137,3
39,1278,2
39,1290,2
39,1170,2
39,1169,3
39,1107,3
39,1224,2
39,1198,2
39,1286,2
39,103,2
39,1125,3
40,1285,2
40,1129,2
40,1085,3
40,1089,3
40,1247,3
40,1094,4
40,1112,2
40,1115,3
40,1127,3
40,1097,4
40,1109,3
40,1095,4
40,1119,3
40,1174,2
40,1071,3
40,1046,2
40,1053,2
40,1032,4
40,1244,2
40,104,3
40,1269,3
40,1013,3
40,1238,2
40,1182,3
40,1153,4
40,1286,3
40,1132,3
40,1243,3
40,1253,3
40,1135,3
40,1195,2
40,1105,4
40,1287,2
40,1057,3
40,1019,3
40,1261,4
40,1208,3
40,1236,3
40,1268,3
40,1008,3
41,1256,2
41,1265,3
41,1153,2
41,1241,2
41,1145,3
41,1120,3
41,1279,2
41,1282,4
41,1016,1
41,1195,2
41,1042,4
41,1075,3
41,1022,3
41,1102,5
41,1122,2
41,1235,3
41,1041,3
41,1222,3
41,1163,3
41,1125,3
41,1176,2
41,1278,3
41,1277,3
41,1123,2
41,1168,4
41,1002,3
41,1202,2
41,1054,2
41,1171,3
41,1093,3
41,1287,4
41,1286,4
41,1267,3
41,1081,3
41,1137,3
41,1173,2
41,1158,3
41,1253,3
41,1220,4
41,1032,2
42,1126,3
42,1071,3
42,1035,1
42,1191,2
42,1150,3
42,1109,3
42,1118,3
42,1137,2
42,1218,1
42,1056,4
42,1059,3
42,1261,3
42,1079,3
42,1006,2
42,1009,3
42,1174,3
42,1158,3
42,1235,5
42,1231,3
42,1268,3
42,1131,2
42,1272,2
42,1219,3
42,1061,3
42,1082,4
42,1294,4
42,1297,3
42,1225,2
42,1280,2
42,1214,2
42,1260,2
42,1265,3
42,1169,2
42,1238,4
42,1108,3
42,1037,3
42,1149,3
42,1179,4
42,1203,2
42,1125,3
43,1243,4
43,1088,2
43,1156,3
43,1001,3
43,1069,4
43,1017,2
43,1265,2
43,1003,4
43,1087,2
43,1044,3
43,1136,1
43,1129,4
43,1056,2
43,1216,3
43,105,4
43,1111,3
43,1038,2
43,108,4
43,1244,4
43,1103,2
43,1167,3
43,1207,3
43,1151,3
43,1247,5
43,1182,4
43,1229,2
43,1008,4
43,1161,4
43,1033,2
43,1066,4
43,1020,2
43,1128,5
43,1192,3
43,1028,2
43,1270,4
43,1232,3
43,1084,2
43,1090,3
43,1120,4
43,1187,4
44,1072,3
44,1247,2
44,1038,3
44,1165,2
44,1022,2
44,1174,3
44,1070,3
44,1266,2
44,1046,3
44,1056,2
44,1241,2
44,1111,3
44,1154,3
44,1277,3
44,1169,4
44,1216,2
44,1090,3
44,1002,3
44,1185,3
44,1175,3
44,1060,2
44,1120,4
44,1012,4
44,1240,3
44,1278,2
44,1142,3
44,1269,3
44,1242,2
44,1089,3
44,1282,3
44,1087,3
44,1270,3
44,1170,3
44,1157,3
44,1231,2
44,1132,4
44,1298,2
44,1275,2
44,1074,4
44,1027,3
45,107,2
45,1098,2
45,1243,2
45,1032,2
45,1231,4
45,1023,3
45,1176,1
45,1277,2
45,1204,4
45,1180,2
45,1021,3
45,1128,2
45,1262,4
45,1012,3
45,1028,3
45,1147,4
45,1031,2
45,1102,2
45,1257,2
45,1041,3
45,1043,3
45,1110,2
45,1264,4
45,1189,3
45,1089,4
45,1090,3
45,1261,4
45,1119,2
45,1283,3
45,1083,4
45,1046,2
45,1287,3
45,1175,4
45,1226,2
45,1210,3
45,1045,2
45,1077,2
45,1084,3
45,1273,3
45,1197,3
46,1071,3
46,1062,3
46,1127,3
46,1179,3
46,1290,2
46,1119,2
46,1111,2
46,1123,3
46,1145,3
46,1039,4
46,1284,2
46,1196,3
46,1283,3
46,1103,3
46,1031,4
46,1158,4
46,1239,2
46,1080,3
46,1241,1
46,1287,2
46,1040,3
46,1296,3
46,1011,2
46,1187,2
46,1032,4
46,1020,2
46,1163,2
46,1170,2
46,1214,4
46,1205,3
46,1053,3
46,1108,2
46,106,3
46,1019,2
46,1148,3
46,1260,2
46,1013,2
46,1155,5
46,1268,2
46,1281,2
47,1148,3
47,1078,3
47,1171,3
47,1218,2
47,1066,1
47,1217,3
47,1014,3
47,1111,3
47,1094,2
47,1183,1
47,1071,2
47,1035,3
47,1049,3
47,1019,4
47,1116,1
47,1067,4
47,1139,2
47,108,2
47,1167,5
47,1048,3
47,1222,4
47,1233,2
47,1003,3
47,1161,5
47,1099,2
47,1267,2
47,1100,5
47,1096,3
47,1271,2
47,1259,3
47,1124,3
47,1272,2
47,1239,2
47,1064,2
47,1001,2
47,1184,4
47,1290,3
47,1261,2
47,1122,4
47,1079,3
48,1190,3
48,1007,2
48,1276,2
48,1135,3
48,1107,4
48,1069,2
48,1166,4
48,1193,2
48,1062,3
48,1036,2
48,1187,3
48,1258,3
48,1108,2
48,1205,2
48,1115,3
48,1285,2
48,1070,3
48,1210,3
48,1151,3
48,1160,4
48,1221,2
48,1269,3
48,1059,3
48,1097,2
48,1289,2
48,1095,3
48,1150,3
48,1260,3
48,1061,3
48,1212,3
48,1066,3
48,1281,2
48,1072,2
48,1154,4
48,1026,2
48,1277,1
48,1264,3
48,1052,4
48,1086,4
48,1155,2
49,1242,3
49,1158,3
49,1226,4
49,1118,3
49,1210,3
49,1199,4
49,1013,3
49,1186,4
49,1152,2
49,1193,3
49,1284,3
49,1296,3
49,1266,4
49,1260,2
49,1011,3
49,1258,2
49,1047,2
49,1223,4
49,1225,3
49,1117,2
49,1257,2
49,1267,2
49,1194,3
49,1012,2
49,1277,3
49,1190,4
49,1256,2
49,1017,1
49,1089,2
49,1141,2
49,1217,3
49,1195,3
49,1147,3
49,1138,3
49,1228,4
49,1077,2
49,1208,3
49,1142,3
49,1019,3
49,1064,4
50,1149,2
50,1150,2
50,1220,3
50,1139,5
50,1084,3
50,1052,3
50,1059,3
50,1095,3
50,102,2
50,1121,2
50,107,2
50,1226,3
50,1246,3
50,1247,3
50,1270,1
50,103,2
50,1244,3
50,1113,3
50,1103,2
50,1293,3
50,1235,4
50,1224,3
50,1201,3
50,1218,3
50,1032,3
50,1299,3
50,104,2
50,1117,3
50,1272,2
50,1134,4
50,1277,2
50,1098,2
50,1017,4
50,1086,2
50,1067,3
50,1020,2
50,1170,2
50,1010,2
50,1066,3
50,1008,2
51,1154,2
51,1124,2
51,1261,4
